,genus,species,motility,gram stain,range,optimum
6702,Azospirillum,Azospirillum brasilense,,,,
6703,Azospirillum,Azospirillum brasilense,,,,
6704,Azospirillum,Azospirillum brasilense,,,,
6705,Azospirillum,Azospirillum brasilense,,,30,
6706,Azospirillum,Azospirillum brasilense,,,30,
6707,Azospirillum,Azospirillum brasilense,,,30,
6708,Indioceanicola,Indioceanicola profundi,,['negative'],20-45,28-37
6709,Nitrospirillum,Nitrospirillum amazonense,,,,
6710,Nitrospirillum,Nitrospirillum iridis,,,,
6711,Nitrospirillum,Nitrospirillum amazonense,,,,
6712,Nitrospirillum,Nitrospirillum amazonense,,,,
6713,Nitrospirillum,Nitrospirillum amazonense,,,30,
6714,Niveispirillum,Niveispirillum fermenti,,,,
6715,Niveispirillum,Niveispirillum cyanobacteriorum,,,,
6716,Niveispirillum,Niveispirillum lacus,yes,negative,20-32,28
6717,Niveispirillum,Niveispirillum irakense,,,,
6718,Niveispirillum,Niveispirillum irakense,,,30,
6719,Skermanella,Skermanella mucosa,,,,
6720,Skermanella,Skermanella rubra,,,,
6721,Skermanella,Skermanella parooensis,,,,
6722,Skermanella,Skermanella stibiiresistens,yes,negative,04-37,28
6723,Skermanella,Skermanella rosea,yes,negative,30,27-32
6724,Skermanella,Skermanella aerolata,"['yes', 'yes']","['negative', 'negative']",5.0-35,27.5
6725,Elioraea,Elioraea rosea,,,,
6726,Elioraea,Elioraea thermophila,,,,
6727,Elioraea,Elioraea tepidiphila,yes,negative,45-50,47.5
6728,Aestuariispira,Aestuariispira insulae,,,,
6729,Defluviicoccus,Defluviicoccus vanus,,,,
6730,Defluviicoccus,Defluviicoccus vanus,no,negative,25,25
6731,Ferrovibrio,Ferrovibrio soli,yes,negative,20-42,28-32
6732,Ferrovibrio,Ferrovibrio xuzhouensis,,,30,
6733,Haematospirillum,Haematospirillum jordaniae,,,37,
6734,Hypericibacter,Hypericibacter adhaerens,,,,
6735,Hypericibacter,Hypericibacter terrae,,,,
6736,Magnetospirillum,Magnetospirillum kuznetsovii,yes,,22-33,30
6737,Magnetospirillum,Magnetospirillum sp.,,,,
6738,Magnetospirillum,Magnetospirillum sp.,,,,
6739,Magnetospirillum,Magnetospirillum sp.,,,,
6740,Magnetospirillum,Magnetospirillum sp.,,,,
6741,Magnetospirillum,Magnetospirillum sp.,,,,
6742,Magnetospirillum,Magnetospirillum sp.,,,,
6743,Magnetospirillum,Magnetospirillum sp.,,,,
6744,Magnetospirillum,Magnetospirillum moscoviense,yes,,28,25-32
6745,Magnetospirillum,Magnetospirillum marisnigri,yes,,28,28-30
6746,Magnetospirillum,Magnetospirillum caucaseum,yes,,28,28-30
6747,Magnetospirillum,Magnetospirillum sp.,,,,
6748,Magnetospirillum,Magnetospirillum sp.,,,,
6749,Magnetospirillum,Magnetospirillum sp.,,,,
6750,Magnetospirillum,Magnetospirillum sp.,,,,
6751,Magnetospirillum,Magnetospirillum molischianum,,['negative'],25,
6752,Magnetospirillum,Magnetospirillum sp.,,,,
6753,Magnetospirillum,Magnetospirillum fulvum,,,,
6754,Magnetospirillum,Magnetospirillum fulvum,,,,
6755,Magnetospirillum,Magnetospirillum fulvum,,,,
6756,Magnetospirillum,Magnetospirillum fulvum,,,,
6757,Magnetospirillum,Magnetospirillum fulvum,,,,
6758,Magnetospirillum,Magnetospirillum fulvum,,['negative'],25,
6759,Magnetospirillum,Magnetospirillum bellicum,,,,
6760,Magnetospirillum,Magnetospirillum gryphiswaldense,,,30,
6761,Magnetospirillum,Magnetospirillum magnetotacticum,,,25,
6762,Pararhodospirillum,Pararhodospirillum oryzae,"['yes', 'yes']","['negative', 'negative']",30,30
6763,Pararhodospirillum,Pararhodospirillum sulfurexigens,yes,negative,25-35,30
6764,Pararhodospirillum,Pararhodospirillum photometricum,,,,
6765,Pararhodospirillum,Pararhodospirillum photometricum,,,,
6766,Pararhodospirillum,Pararhodospirillum photometricum,,,,
6767,Pararhodospirillum,Pararhodospirillum photometricum,,,,
6768,Rhodospirillum,Rhodospirillum rubrum,,,,
6769,Rhodospirillum,Rhodospirillum rubrum,,,,
6770,Rhodospirillum,Rhodospirillum rubrum,,,,
6771,Rhodospirillum,Rhodospirillum rubrum,,,,
6772,Rhodospirillum,Rhodospirillum rubrum,,,,
6773,Rhodospirillum,Rhodospirillum rubrum,,,,
6774,Rhodospirillum,Rhodospirillum rubrum,,,,
6775,Rhodospirillum,Rhodospirillum rubrum,,,,
6776,Rhodospirillum,Rhodospirillum rubrum,,,30,
6777,Tistrella,Tistrella mobilis,,,27,
6778,Tistrella,Tistrella bauzanensis,,,,
6779,Stella,Stella vacuolata,no,negative,28,28
6780,Stella,Stella humosa,no,negative,28-30,28-30
6781,Terasakiella,Terasakiella salincola,yes,negative,10-40,25
6782,Terasakiella,Terasakiella brassicae,yes,negative,4-40,32-37
6783,Terasakiella,Terasakiella pusilla,,,30,
6784,Nisaea,Nisaea nitritireducens,yes,negative,30,30
6785,Nisaea,Nisaea denitrificans,yes,negative,30,30
6786,Magnetospira,Magnetospira thiophila,yes,negative,25,25
6787,Thalassospira,Thalassospira lohafexi,,,,
6788,Thalassospira,Thalassospira australica,,,,
6789,Thalassospira,Thalassospira mesophila,,,,
6790,Thalassospira,Thalassospira alkalitolerans,,,,
6791,Thalassospira,Thalassospira sp.,,,,
6792,Thalassospira,Thalassospira marina,yes,negative,28,28
6793,Thalassospira,Thalassospira sp.,,,,
6794,Thalassospira,Thalassospira xianhensis,,negative,30,30
6795,Thalassospira,Thalassospira indica,['yes'],['negative'],10.0-41.0,28
6796,Thalassospira,Thalassospira sp.,,,,
6797,Thalassospira,Thalassospira sp.,,,,
6798,Thalassospira,Thalassospira sp.,,,30,
6799,Thalassospira,Thalassospira sp.,,,,
6800,Thalassospira,Thalassospira povalilytica,,,25,
6801,Thalassospira,Thalassospira sp.,,,,
6802,Thalassospira,Thalassospira sp.,,,,
6803,Thalassospira,Thalassospira sp.,,,,
6804,Thalassospira,Thalassospira tepidiphila,yes,negative,30,43
6805,Thalassospira,Thalassospira profundimaris,no,negative,25,22
6806,Thalassospira,Thalassospira xiamenensis,yes,negative,25,22
6807,Thalassospira,Thalassospira lucentensis,,,,
6808,Ehrlichia,Ehrlichia sennetsu,,,,
6809,Ehrlichia,Ehrlichia chaffeensis,,,,
6810,Ehrlichia,Ehrlichia risticii,,,,
6811,Ehrlichia,Ehrlichia muris subsp. eauclairensis,no,negative,,
6812,Ehrlichia,Ehrlichia muris,no,negative,,
6813,Ehrlichia,Ehrlichia minasensis,,negative,,
6814,Neorickettsia,Neorickettsia findlayensis,,,,
6815,Orientia,Orientia tsutsugamushi,,,,
6816,Rickettsia,Rickettsia montanensis,,,,
6817,Rickettsia,Rickettsia sibirica,,,,
6818,Rickettsia,Rickettsia honei,,,,
6819,Rickettsia,Rickettsia typhi,,,,
6820,Rickettsia,Rickettsia japonica,,,,
6821,Rickettsia,Rickettsia prowazekii,,,,
6822,Rickettsia,Rickettsia massiliae,,,,
6823,Rickettsia,Rickettsia conorii,,,,
6824,Rickettsia,Rickettsia asiatica,,,,
6825,Rickettsia,Rickettsia conorii subsp. israelensis,,,,
6826,Rickettsia,Rickettsia conorii subsp. indica,,,,
6827,Rickettsia,Rickettsia tillamookensis,,,,
6828,Rickettsia,Rickettsia canadensis,,,,
6829,Rickettsia,Rickettsia conorii subsp. heilongjiangensis,,,,
6830,Rickettsia,Rickettsia fournieri,,negative,,
6831,Rickettsia,Rickettsia gravesii,,negative,,
6832,Rickettsia,Rickettsia conorii subsp. raoultii,no,negative,32,32
6833,Rickettsia,Rickettsia tamurae,no,negative,32,32
6834,Rickettsia,Rickettsia amblyommatis,,negative,,
6835,Rickettsia,Rickettsia asembonensis,,,,
6836,Rickettsia,Rickettsia tamurae subsp. buchneri,,,,
6837,Rickettsia,Rickettsia monacensis,,,,
6838,Rickettsia,Rickettsia hoogstraalii,,negative,28,
6839,Sneathiella,Sneathiella sedimenti,,,,
6840,Sneathiella,Sneathiella aquimaris,,,,
6841,Sneathiella,Sneathiella limimaris,yes,negative,20-42,37
6842,Sneathiella,Sneathiella chungangensis,,,,
6843,Sneathiella,Sneathiella glossodoripedis,yes,negative,30,40
6844,Sneathiella,Sneathiella chinensis,yes,negative,04-37,20.5
6845,Altererythrobacter,Altererythrobacter aquiaggeris,,,,
6846,Altererythrobacter,Altererythrobacter xiamenensis,,,,
6847,Altererythrobacter,Altererythrobacter lutimaris,,,,
6848,Altererythrobacter,Altererythrobacter ishigakiensis,,,,
6849,Altererythrobacter,Altererythrobacter rubellus,,,,
6850,Altererythrobacter,Altererythrobacter insulae,['no'],['negative'],40,30
6851,Altererythrobacter,Altererythrobacter terrae,,,,
6852,Altererythrobacter,Altererythrobacter sp.,,,,
6853,Altererythrobacter,Altererythrobacter sp.,,,,
6854,Altererythrobacter,Altererythrobacter fulvus,no,negative,15-45,20-35
6855,Altererythrobacter,Altererythrobacter palmitatis,,,37,
6856,Altererythrobacter,Altererythrobacter lauratis,,,37-45,
6857,Altererythrobacter,Altererythrobacter sp.,,,,
6858,Altererythrobacter,Altererythrobacter epoxidivorans,no,negative,35,35
6859,Altererythrobacter,Altererythrobacter sp.,,,,
6860,Altererythrobacter,Altererythrobacter sp.,,,,
6861,Altererythrobacter,Altererythrobacter sp.,,,,
6862,Aurantiacibacter,Aurantiacibacter sediminis,,,,
6863,Aurantiacibacter,Aurantiacibacter spongiae,,,,
6864,Aurantiacibacter,Aurantiacibacter xanthus,,,,
6865,Aurantiacibacter,Aurantiacibacter luteus,,,,
6866,Aurantiacibacter,Aurantiacibacter atlanticus,,,,
6867,Aurantiacibacter,Aurantiacibacter zhengii,,,,
6868,Aurantiacibacter,Aurantiacibacter suaedae,yes,negative,20-40,30
6869,Aurantiacibacter,Aurantiacibacter rhizosphaerae,,,,
6870,Aurantiacibacter,Aurantiacibacter aquimixticola,['no'],['negative'],30,30
6871,Aurantiacibacter,Aurantiacibacter arachoides,,negative,20,25
6872,Aurantiacibacter,Aurantiacibacter odishensis,no,,12-40,27.5
6873,Aurantiacibacter,Aurantiacibacter marinus,['no'],"['negative', 'negative']",25,25
6874,Aurantiacibacter,Aurantiacibacter gangjinensis,['no'],"['negative', 'negative']",30,30
6875,Croceicoccus,Croceicoccus gelatinilyticus,,,,
6876,Croceicoccus,Croceicoccus hydrothermalis,,,,
6877,Croceicoccus,Croceicoccus sp.,,,,
6878,Croceicoccus,Croceicoccus bisphenolivorans,,,,
6879,Croceicoccus,Croceicoccus sediminis,,,,
6880,Croceicoccus,Croceicoccus ponticola,['no'],['negative'],37,30
6881,Croceicoccus,Croceicoccus sp.,,,,
6882,Croceicoccus,Croceicoccus estronivorus,,,,
6883,Croceicoccus,Croceicoccus sp.,,,,
6884,Croceicoccus,Croceicoccus marinus,yes,negative,30,25
6885,Croceicoccus,Croceicoccus mobilis,yes,negative,30,30-37
6886,Croceicoccus,Croceicoccus pelagius,no,negative,30,30-37
6887,Croceicoccus,Croceicoccus naphthovorans,,,,
6888,Croceicoccus,Croceicoccus sp.,,,,
6889,Erythrobacter,Erythrobacter rubeus,,,,
6890,Erythrobacter,Erythrobacter alti,,,,
6891,Erythrobacter,Erythrobacter insulae,,,,
6892,Erythrobacter,Erythrobacter mangrovi,no,negative,10-45,28-30
6893,Erythrobacter,Erythrobacter colymbi,,,,
6894,Erythrobacter,Erythrobacter westpacificensis,,,,
6895,Erythrobacter,Erythrobacter sp.,,,,
6896,Erythrobacter,Erythrobacter sp.,,,,
6897,Erythrobacter,Erythrobacter sp.,,,,
6898,Erythrobacter,Erythrobacter sp.,,,,
6899,Erythrobacter,Erythrobacter sp.,,,,
6900,Erythrobacter,Erythrobacter sp.,,,,
6901,Erythrobacter,Erythrobacter sp.,,,,
6902,Erythrobacter,Erythrobacter neustonensis,,,,
6903,Erythrobacter,Erythrobacter sp.,,,,
6904,Erythrobacter,Erythrobacter dokdonensis,['no'],"['negative', 'negative']",30,35-37
6905,Erythrobacter,Erythrobacter donghaensis,,,,
6906,Erythrobacter,Erythrobacter donghaensis,['no'],"['negative', 'negative']",30,33.5
6907,Erythrobacter,Erythrobacter cryptus,,,50,
6908,Erythrobacter,Erythrobacter sanguineus,,,25,
6909,Erythrobacter,Erythrobacter cryptus,,,50,
6910,Erythrobacter,Erythrobacter sp.,,,30,
6911,Erythrobacter,Erythrobacter neustonensis,,,30,
6912,Erythrobacter,Erythrobacter ramosus,yes,negative,26,25-30
6913,Erythrobacter,Erythrobacter litoralis,yes,negative,25,25-30
6914,Erythrobacter,Erythrobacter longus,,,26,
6915,Porphyrobacter,Porphyrobacter tepidarius,,,,
6916,Porphyrobacter,Porphyrobacter tepidarius,,,,
6917,Paraurantiacibacter,Paraurantiacibacter namhicola,['no'],"['negative', 'negative']",30,30
6918,Pelagerythrobacter,Pelagerythrobacter rhizovicinus,,,,
6919,Pelagerythrobacter,Pelagerythrobacter aerophilus,no,negative,10-45,30-40
6920,Pelagerythrobacter,Pelagerythrobacter marinus,no,negative,10-42,25-37
6921,Pelagerythrobacter,Pelagerythrobacter marensis,"['yes', 'yes']","['negative', 'negative', 'negative']",30,30
6922,Qipengyuania,Qipengyuania pacifica,,,,
6923,Qipengyuania,Qipengyuania soli,,,,
6924,Qipengyuania,Qipengyuania marisflavi,no,negative,37,25
6925,Qipengyuania,Qipengyuania sediminis,,,,
6926,Qipengyuania,Qipengyuania aquimaris,,,,
6927,Qipengyuania,Qipengyuania aquimaris,,,,
6928,Qipengyuania,Qipengyuania flava,,,,
6929,Qipengyuania,Qipengyuania algicida,['yes'],['negative'],30,30
6930,Qipengyuania,Qipengyuania vulgaris,,,,
6931,Qipengyuania,Qipengyuania aquimaris,no,negative,30,25
6932,Qipengyuania,Qipengyuania pelagi,no,negative,30,28
6933,Qipengyuania,Qipengyuania nanhaisediminis,no,negative,30,30
6934,Qipengyuania,Qipengyuania vulgaris,,,30,
6935,Qipengyuania,Qipengyuania flava,,,30,
6936,Qipengyuania,Qipengyuania seohaensis,,negative,30,
6937,Qipengyuania,Qipengyuania gaetbuli,,negative,30,
6938,Qipengyuania,Qipengyuania citrea,,,25,
6939,Tsuneonella,Tsuneonella suprasediminis,,,,
6940,Tsuneonella,Tsuneonella dongtanensis,,,,
6941,Tsuneonella,Tsuneonella amylolytica,['yes'],['negative'],15-40,28
6942,Tsuneonella,Tsuneonella flava,no,negative,13-40,34
6943,Tsuneonella,Tsuneonella mangrovi,no,negative,30,30
6944,Tsuneonella,Tsuneonella rigui,no,negative,25,25
6945,Tsuneonella,Tsuneonella deserti,no,negative,15-35,28
6946,Tsuneonella,Tsuneonella troitsensis,yes,negative,25,25
6947,Tsuneonella,Tsuneonella aeria,"['no', 'no']",['negative'],30,30
6948,Aquisediminimonas,Aquisediminimonas profunda,no,negative,45,25-30
6949,Aquisediminimonas,Aquisediminimonas sediminicola,no,negative,42,25-30
6950,Blastomonas,Blastomonas quesadae,,,,
6951,Blastomonas,Blastomonas fulva,,,,
6952,Blastomonas,Blastomonas aquatica,,,,
6953,Blastomonas,Blastomonas fulva,no,negative,30,30
6954,Blastomonas,Blastomonas marina,yes,negative,28,25
6955,Blastomonas,Blastomonas ursincola,,,26,
6956,Blastomonas,Blastomonas natatoria,,,28,
6957,Hankyongella,Hankyongella ginsenosidimutans,no,negative,10-37,25
6958,Novosphingobium,Novosphingobium silvae,,,,
6959,Novosphingobium,Novosphingobium aquiterrae,,,,
6960,Novosphingobium,Novosphingobium umbonatum,,,,
6961,Novosphingobium,Novosphingobium olei,,,,
6962,Novosphingobium,Novosphingobium jiangmenense,,,,
6963,Novosphingobium,Novosphingobium aerophilum,,,,
6964,Novosphingobium,Novosphingobium aureum,,,,
6965,Novosphingobium,Novosphingobium decolorationis,,,,
6966,Novosphingobium,Novosphingobium ovatum,,,,
6967,Novosphingobium,Novosphingobium meiothermophilum,,negative,28-45,37-45
6968,Novosphingobium,Novosphingobium aquimarinum,,,,
6969,Novosphingobium,Novosphingobium sp.,,,,
6970,Novosphingobium,Novosphingobium sp.,,,,
6971,Novosphingobium,Novosphingobium arabidopsis,,,,
6972,Novosphingobium,Novosphingobium ginsenosidimutans,,,,
6973,Novosphingobium,Novosphingobium sp.,,,,
6974,Novosphingobium,Novosphingobium arvoryzae,no,negative,25,20
6975,Novosphingobium,Novosphingobium lubricantis,,,28,
6976,Novosphingobium,Novosphingobium pokkalii,,,,
6977,Novosphingobium,Novosphingobium sp.,,,,
6978,Novosphingobium,Novosphingobium sp.,,,,
6979,Novosphingobium,Novosphingobium sp.,,,,
6980,Novosphingobium,Novosphingobium sp.,,,,
6981,Novosphingobium,Novosphingobium sp.,,,,
6982,Novosphingobium,Novosphingobium lentum,,,,
6983,Novosphingobium,Novosphingobium lentum,,,,
6984,Novosphingobium,Novosphingobium lentum,,,,
6985,Novosphingobium,Novosphingobium sp.,,,,
6986,Novosphingobium,Novosphingobium oryzae,,negative,30,
6987,Novosphingobium,Novosphingobium clariflavum,,negative,28,28
6988,Novosphingobium,Novosphingobium humi,no,negative,30,30
6989,Novosphingobium,Novosphingobium fontis,no,negative,25,30
6990,Novosphingobium,Novosphingobium colocasiae,no,negative,10-37,20
6991,Novosphingobium,Novosphingobium piscinae,yes,negative,20-40,37-40
6992,Novosphingobium,Novosphingobium naphthae,no,negative,30,25-37
6993,Novosphingobium,Novosphingobium ipomoeae,no,negative,25,30
6994,Novosphingobium,Novosphingobium flavum,no,negative,,
6995,Novosphingobium,Novosphingobium aromaticivorans,,,,
6996,Novosphingobium,Novosphingobium resinovorum,,,,
6997,Novosphingobium,Novosphingobium resinovorum,,,,
6998,Novosphingobium,Novosphingobium resinovorum,,,,
6999,Novosphingobium,Novosphingobium bradum,no,negative,15.0-30.0,20
7000,Novosphingobium,Novosphingobium lotistagni,no,negative,4-42,25-35
7001,Novosphingobium,Novosphingobium guangzhouense,yes,negative,28,
7002,Novosphingobium,Novosphingobium resinovorum,,,,
7003,Novosphingobium,Novosphingobium endophyticum,,,30,
7004,Novosphingobium,Novosphingobium sp.,,,,
7005,Novosphingobium,Novosphingobium sp.,,,,
7006,Novosphingobium,Novosphingobium gossypii,,,28,
7007,Novosphingobium,Novosphingobium marinum,,,30,
7008,Novosphingobium,Novosphingobium fluoreni,,,,
7009,Novosphingobium,Novosphingobium rhizosphaerae,,,,
7010,Novosphingobium,Novosphingobium chloroacetimidivorans,,,30,
7011,Novosphingobium,Novosphingobium kunmingense,,,,
7012,Novosphingobium,Novosphingobium malaysiense,,,,
7013,Novosphingobium,Novosphingobium aquaticum,no,negative,04-32,
7014,Novosphingobium,Novosphingobium lindaniclasticum,no,negative,25-32,28
7015,Novosphingobium,Novosphingobium fuchskuhlense,no,negative,20,25
7016,Novosphingobium,Novosphingobium barchaimii,no,negative,28-37,28
7017,Novosphingobium,Novosphingobium sediminicola,,negative,30,
7018,Novosphingobium,Novosphingobium soli,yes,negative,30,18
7019,Novosphingobium,Novosphingobium indicum,no,negative,10-41,27.5
7020,Novosphingobium,Novosphingobium acidiphilum,yes,negative,04-32,25
7021,Novosphingobium,Novosphingobium panipatense,no,negative,28-37,32.5
7022,Novosphingobium,Novosphingobium mathurense,yes,negative,28-37,32.5
7023,Novosphingobium,Novosphingobium resinovorum,,,28,
7024,Novosphingobium,Novosphingobium resinovorum,,,,
7025,Novosphingobium,Novosphingobium resinovorum,,,,
7026,Novosphingobium,Novosphingobium resinovorum,,,25,
7027,Novosphingobium,Novosphingobium nitrogenifigens,,,30,
7028,Novosphingobium,Novosphingobium naphthalenivorans,,,30,
7029,Novosphingobium,Novosphingobium taihuense,no,negative,30,25
7030,Novosphingobium,Novosphingobium lentum,,,,
7031,Novosphingobium,Novosphingobium lentum,no,negative,20-26,23
7032,Novosphingobium,Novosphingobium pentaromativorans,no,negative,30,30
7033,Novosphingobium,Novosphingobium hassiacum,,,25,
7034,Novosphingobium,Novosphingobium subterraneum,,,25,
7035,Novosphingobium,Novosphingobium aromaticivorans,,,25,
7036,Novosphingobium,Novosphingobium rosa,,,30,
7037,Novosphingobium,Novosphingobium rosa,,,30,
7038,Novosphingobium,Novosphingobium rosa,,,28,
7039,Novosphingobium,Novosphingobium capsulatum,,,30,
7040,Novosphingobium,Novosphingobium aromaticivorans,,,30,
7041,Novosphingopyxis,Novosphingopyxis iocasae,,,,
7042,Novosphingopyxis,Novosphingopyxis baekryungensis,['yes'],"['negative', 'negative']",30,27.5
7043,Parasphingopyxis,Parasphingopyxis marina,,,,
7044,Parasphingopyxis,Parasphingopyxis algicola,no,negative,30,30
7045,Parasphingopyxis,Parasphingopyxis lamellibrachiae,yes,negative,30,29
7046,Parasphingorhabdus,Parasphingorhabdus cellanae,,,,
7047,Parasphingorhabdus,Parasphingorhabdus pacifica,,,,
7048,Parasphingorhabdus,Parasphingorhabdus marina,['yes'],"['negative', 'negative']",30,23.7-31.8
7049,Parasphingorhabdus,Parasphingorhabdus litoris,['yes'],"['negative', 'negative']",30,23.7-31.8
7050,Parasphingorhabdus,Parasphingorhabdus flavimaris,,negative,30,
7051,Rhizorhabdus,Rhizorhabdus phycosphaerae,,,,
7052,Rhizorhabdus,Rhizorhabdus dicambivorans,no,negative,28,30
7053,Rhizorhabdus,Rhizorhabdus argentea,,,,
7054,Rhizorhabdus,Rhizorhabdus starnbergensis,yes,negative,10-37,28
7055,Rhizorhabdus,Rhizorhabdus histidinilytica,yes,negative,04-40,28
7056,Rhizorhabdus,Rhizorhabdus wittichii,,,30,
7057,Sphingobium,Sphingobium algorifonticola,,,,
7058,Sphingobium,Sphingobium phenoxybenzoativorans,,,,
7059,Sphingobium,Sphingobium endophyticum,,,,
7060,Sphingobium,Sphingobium estronivorans,,,,
7061,Sphingobium,Sphingobium fluviale,,,,
7062,Sphingobium,Sphingobium pinisoli,,,,
7063,Sphingobium,Sphingobium bisphenolivorans,,,,
7064,Sphingobium,Sphingobium psychrophilum,,,,
7065,Sphingobium,Sphingobium terrigena,no,negative,10-37,30
7066,Sphingobium,Sphingobium sp.,,,,
7067,Sphingobium,Sphingobium sp.,,,,
7068,Sphingobium,Sphingobium sp.,,,,
7069,Sphingobium,Sphingobium sp.,,,,
7070,Sphingobium,Sphingobium sp.,,,,
7071,Sphingobium,Sphingobium sp.,,,,
7072,Sphingobium,Sphingobium sp.,,,,
7073,Sphingobium,Sphingobium sp.,,,,
7074,Sphingobium,Sphingobium sp.,,,,
7075,Sphingobium,Sphingobium indicum,,,,
7076,Sphingobium,Sphingobium sp.,,,,
7077,Sphingobium,Sphingobium sp.,,,,
7078,Sphingobium,Sphingobium sp.,,,,
7079,Sphingobium,Sphingobium aquiterrae,yes,negative,28,
7080,Sphingobium,Sphingobium aromaticivastans,,,,
7081,Sphingobium,Sphingobium yanoikuyae,,,,
7082,Sphingobium,Sphingobium yanoikuyae,,,,
7083,Sphingobium,Sphingobium yanoikuyae,,,,
7084,Sphingobium,Sphingobium yanoikuyae,,,,
7085,Sphingobium,Sphingobium yanoikuyae,,,,
7086,Sphingobium,Sphingobium yanoikuyae,,,,
7087,Sphingobium,Sphingobium yanoikuyae,,,,
7088,Sphingobium,Sphingobium yanoikuyae,,,,
7089,Sphingobium,Sphingobium yanoikuyae,,,,
7090,Sphingobium,Sphingobium limneticum,yes,negative,30,25-30
7091,Sphingobium,Sphingobium limneticum,yes,negative,30,25-30
7092,Sphingobium,Sphingobium naphthae,no,negative,30,20-40
7093,Sphingobium,Sphingobium sp.,,,,
7094,Sphingobium,Sphingobium indicum,no,negative,,
7095,Sphingobium,Sphingobium indicum,no,negative,,
7096,Sphingobium,Sphingobium sp.,,,,
7097,Sphingobium,Sphingobium subterraneum,,,,
7098,Sphingobium,Sphingobium sp.,,,,
7099,Sphingobium,Sphingobium xanthum,,,,
7100,Sphingobium,Sphingobium sufflavum,['no'],"['negative', 'negative']",25,25
7101,Sphingobium,Sphingobium fontiphilum,no,negative,15-40,37
7102,Sphingobium,Sphingobium cupriresistens,no,negative,04-30,28
7103,Sphingobium,Sphingobium fuliginis,,,30,
7104,Sphingobium,Sphingobium jiangsuense,no,negative,10-37,28
7105,Sphingobium,Sphingobium xenophagum,,,,
7106,Sphingobium,Sphingobium baderi,no,negative,28,28
7107,Sphingobium,Sphingobium boeckii,yes,negative,10-40,28
7108,Sphingobium,Sphingobium limneticum,yes,negative,10-40,28
7109,Sphingobium,Sphingobium cupriresistens,no,negative,28,28
7110,Sphingobium,Sphingobium vulgare,['yes'],"['negative', 'negative']",30,30
7111,Sphingobium,Sphingobium indicum,,,30,
7112,Sphingobium,Sphingobium fuliginis,,,,
7113,Sphingobium,Sphingobium xenophagum,,,,
7114,Sphingobium,Sphingobium quisquiliarum,,,,
7115,Sphingobium,Sphingobium yanoikuyae,,,,
7116,Sphingobium,Sphingobium mellinum,,,,
7117,Sphingobium,Sphingobium wenxiniae,,,,
7118,Sphingobium,Sphingobium qiguonii,no,negative,04-42,28
7119,Sphingobium,Sphingobium faniae,no,negative,30,30
7120,Sphingobium,Sphingobium quisquiliarum,no,negative,,
7121,Sphingobium,Sphingobium scionense,no,negative,15-35,30
7122,Sphingobium,Sphingobium vermicomposti,yes,negative,15-37,30
7123,Sphingobium,Sphingobium lactosutens,no,negative,20-37,28
7124,Sphingobium,Sphingobium abikonense,,,,
7125,Sphingobium,Sphingobium ummariense,no,negative,05-41,28
7126,Sphingobium,Sphingobium rhizovicinum,,,,
7127,Sphingobium,Sphingobium olei,,,,
7128,Sphingobium,Sphingobium aromaticiconvertens,,negative,25,
7129,Sphingobium,Sphingobium fuliginis,,,,
7130,Sphingobium,Sphingobium indicum,,,30,
7131,Sphingobium,Sphingobium indicum,,,,
7132,Sphingobium,Sphingobium chungbukense,,negative,28,
7133,Sphingobium,Sphingobium amiense,,,30,
7134,Sphingobium,Sphingobium cloacae,,,25,
7135,Sphingobium,Sphingobium yanoikuyae,,,37,
7136,Sphingobium,Sphingobium yanoikuyae,,,30,
7137,Sphingobium,Sphingobium yanoikuyae,,,30,
7138,Sphingobium,Sphingobium yanoikuyae,,,30,
7139,Sphingobium,Sphingobium herbicidovorans,,,30,
7140,Sphingobium,Sphingobium chlorophenolicum,,,,
7141,Sphingobium,Sphingobium chlorophenolicum,,,26,
7142,Sphingobium,Sphingobium chlorophenolicum,,,,
7143,Sphingobium,Sphingobium xenophagum,,,,
7144,Sphingobium,Sphingobium xenophagum,,,,
7145,Sphingobium,Sphingobium xenophagum,,,,
7146,Sphingobium,Sphingobium xenophagum,,,,
7147,Sphingobium,Sphingobium xenophagum,,,30,
7148,Sphingobium,Sphingobium sp.,,,,
7149,Sphingobium,Sphingobium sp.,,,,
7150,Sphingobium,Sphingobium sp.,,,,
7151,Sphingomonas,Sphingomonas sp.,,,,
7152,Sphingomonas,Sphingomonas morindae,,,,
7153,Sphingomonas,Sphingomonas morindae,,,30,
7154,Sphingomonas,Sphingomonas zeae,,,,
7155,Sphingomonas,Sphingomonas kyeonggiensis,,,28,
7156,Sphingomonas,Sphingomonas oligoaromativorans,,,,
7157,Sphingomonas,Sphingomonas endophytica,yes,negative,30,29
7158,Sphingomonas,Sphingomonas gimensis,,,,
7159,Sphingomonas,Sphingomonas daechungensis,,,30,
7160,Sphingomonas,Sphingomonas naasensis,,,,
7161,Sphingomonas,Sphingomonas aerophila,,,,
7162,Sphingomonas,Sphingomonas canadensis,,,30,30
7163,Sphingomonas,Sphingomonas leidyi,,,,
7164,Sphingomonas,Sphingomonas sp.,,,,
7165,Sphingomonas,Sphingomonas sp.,,,,
7166,Sphingomonas,Sphingomonas sp.,,,,
7167,Sphingomonas,Sphingomonas sp.,,,,
7168,Sphingomonas,Sphingomonas sp.,,,,
7169,Sphingomonas,Sphingomonas sp.,,,,
